ID (plot);ID (sub-block);Location;Cylinder number;Plant number;Type;Water height (theoretical);Water height (true);Inst_Water_height;Max_water_height;Speed;Flooded days;Control;ID (repetition);ID (date);"ID
 (unique ID number)";ID NMK;Dry weight (g);"Date sent 
to Nbo";Date drying;"Weight before
drying chamber (g)";"Weight after 
drying chamber (g)";"Weight paper
 bag (g)";Weight plastic bag (g);Drying duration;Comments;Dry_Matter;
;D.m;Nfp;34;2;dry_matter;0;7,9;;;0;29;CI;;111221;1369;2419;;111221;120116;6,44;6,14;5,46;;48HRS;;0,30;
;stem;Nfp;34;2;stems;0;7,9;;;0;29;CI;;111221;1370;2420;;111221;120116;8,74;8,32;5,46;;48HRS;;0,42;
;roots;Nfp;34;2;roots;0;7,9;;;0;29;CI;;111221;1371;2421;;111221;120116;7,02;6,68;5,46;;48HRS;;0,34;
;3-CI-111221 leaves;Nfp;34;3;leaves;0;7,9;;;0;29;CI;;111221;1372;2422;;111221;120116;7,63;7,53;5,46;;48HRS;;0,10;
;D.m;Nfp;34;3;dry_matter;0;7,9;;;0;29;CI;;111221;1373;2423;;111221;120116;7,58;7,28;5,46;;48HRS;;0,30;
;stem;Nfp;34;3;stems;0;7,9;;;0;29;CI;;111221;1374;2424;;111221;120116;14,66;13,67;5,46;;48HRS;;0,99;
;roots;Nfp;34;3;roots;0;7,9;;;0;29;CI;;111221;1375;2425;;111221;120116;7,37;7,06;5,46;;48HRS;;0,31;
;5-1-CI-111221 leaves;Nfp;45;1;leaves;0;7,9;;;0;29;CII;;111221;1376;2426;;111221;120116;6,18;5,95;5,46;;48HRS;low cylinder letting the flood pass inside;0,23;
;D.m;Nfp;45;1;dry_matter;0;7,9;;;0;29;CII;;111221;1377;2427;;111221;120116;6,16;5,91;5,46;;48HRS;;0,25;
;stem;Nfp;45;1;stems;0;7,9;;;0;29;CII;;111221;1378;2428;;111221;120116;8,33;7,94;5,46;;48HRS;;0,39;
;roots;Nfp;45;1;roots;0;7,9;;;0;29;CII;;111221;1379;2429;;111221;120116;6,51;6,26;5,46;;48HRS;;0,25;
;2-CI-111221 leaves;Nfp;45;2;leaves;0;7,9;;;0;29;CII;;111221;1380;2430;;111221;120116;7,96;7,59;5,46;;48HRS;;0,37;
;D.m;Nfp;45;2;dry_matter;0;7,9;;;0;29;CII;;111221;1381;2431;;111221;120116;6,99;6,7;5,46;;48HRS;;0,29;
;stem;Nfp;45;2;stems;0;7,9;;;0;29;CII;;111221;1382;2432;;111221;120116;22,64;20,96;5,46;;48HRS;;1,68;
;roots;Nfp;45;2;roots;0;7,9;;;0;29;CII;;111221;1383;2433;;111221;120116;9,66;9,19;5,46;;48HRS;;0,47;
;3-CI-111221 leaves;Nfp;45;3;leaves;0;7,9;;;0;29;CII;;111221;1384;2434;;111221;120116;5,73;5,51;5,46;;48HRS;;0,22;
;D.m;Nfp;45;3;dry_matter;0;7,9;;;0;29;CII;;111221;1385;2435;;111221;120116;7,12;6,8;5,46;;48HRS;;0,32;
;stem;Nfp;45;3;stems;0;7,9;;;0;29;CII;;111221;1386;2436;;111221;120116;6,1;5,84;5,46;;48HRS;;0,26;
;roots;Nfp;45;3;roots;0;7,9;;;0;29;CII;;111221;1387;2437;;111221;120116;5,72;5,48;5,46;;48HRS;;0,24;
;S -I- CII-111221- Leaves;Nfp;15;1;leaves;0;7,9;;;0;29;CI;1;111221;1425;2124;;120130;120203;6,69;6,31;5,5;;48HRS;;0,38;
;d.m;Nfp;15;1;dry_matter;0;7,9;;;0;29;CI;1;111221;1426;2125;;120130;120203;7,02;6,69;5,5;;48HRS;;0,33;
;stem;Nfp;15;1;stems;0;7,9;;;0;29;CI;1;111221;1427;2126;;120130;120203;13,13;12,26;5,5;;48HRS;;0,87;
;roots;Nfp;15;1;roots;0;7,9;;;0;29;CI;1;111221;1428;2127;;120130;120203;7,66;7,25;5,5;;48HRS;;0,41;
;2-CII- 111221- Leaves;Nfp;15;2;leaves;0;7,9;;;0;29;CI;2;111221;1429;2128;;120130;120203;8,17;7,75;5,5;;48HRS;;0,42;
;d.m;Nfp;15;2;dry_matter;0;7,9;;;0;29;CI;2;111221;1430;2129;;120130;120203;6,24;5,9;5,5;;48HRS;;0,34;
;stem;Nfp;15;2;stems;0;7,9;;;0;29;CI;2;111221;1431;2130;;120130;120203;13,49;12,59;5,5;;48HRS;;0,90;
;roots;Nfp;15;2;roots;0;7,9;;;0;29;CI;2;111221;1432;2131;;120130;120203;8,36;8;5,5;;48HRS;;0,36;
;3-CII- 111221- Leaves;Nfp;15;3;leaves;0;7,9;;;0;29;CI;3;111221;1433;2132;;120130;120203;8,48;8,16;5,5;;48HRS;;0,32;
;d.m;Nfp;15;3;dry_matter;0;7,9;;;0;29;CI;3;111221;1434;2133;;120130;120203;7;6,63;5,5;;48HRS;;0,37;
;stem;Nfp;15;3;stems;0;7,9;;;0;29;CI;3;111221;1435;2134;;120130;120203;17,9;16,86;5,5;;48HRS;;1,04;
;roots;Nfp;15;3;roots;0;7,9;;;0;29;CI;3;111221;1436;2135;;120130;120203;11,73;11,01;5,5;;48HRS;;0,72;
;1-CII- 111221- Leaves;Nfp;25;1;leaves;0;7,9;;;0;29;CII;1;111221;1437;2136;;120130;120203;;;;;48HRS;No sample;;
;d.m;Nfp;25;1;dry_matter;0;7,9;;;0;29;CII;1;111221;1438;2137;;120130;120203;11,51;10,87;5,5;;48HRS;;0,64;
;stem;Nfp;25;1;stems;0;7,9;;;0;29;CII;1;111221;1439;2138;;120130;120203;;;;;48HRS;No sample;;
;roots;Nfp;25;1;roots;0;7,9;;;0;29;CII;1;111221;1440;2139;;120130;120203;7,45;7,06;5,5;;48HRS;;0,39;
;2-CII- 111221- Leaves;Nfp;25;2;leaves;0;7,9;;;0;29;CII;2;111221;1441;2140;;120130;120203;6,67;6,33;5,5;;48HRS;;0,34;
;d.m;Nfp;25;2;dry_matter;0;7,9;;;0;29;CII;2;111221;1442;2141;;120130;120203;8;7,54;5,5;;48HRS;;0,46;
;stem;Nfp;25;2;stems;0;7,9;;;0;29;CII;2;111221;1443;2142;;120130;120203;16,48;15,52;5,5;;48HRS;;0,96;
;roots;Nfp;25;2;roots;0;7,9;;;0;29;CII;2;111221;1444;2143;;120130;120203;8,99;8,53;5,5;;48HRS;;0,46;
;3-CII- 111221- Leaves;Nfp;25;3;leaves;0;7,9;;;0;29;CII;3;111221;1445;2144;;120130;120203;5,64;5,53;3,9;;48HRS;;0,11;
;d.m;Nfp;25;3;dry_matter;0;7,9;;;0;29;CII;3;111221;1446;2145;;120130;120203;5,62;5,34;3,9;;48HRS;;0,28;
;stem;Nfp;25;3;stems;0;7,9;;;0;29;CII;3;111221;1447;2146;;120130;120203;5,64;5,35;3,9;;48HRS;;0,29;
;roots;Nfp;25;3;roots;0;7,9;;;0;29;CII;3;111221;1448;2147;;120130;120203;5,64;5,34;5,5;;48HRS;;0,30;
;43-1-CII- 111221- Leaves;Nfp;43;1;leaves;0;7,9;;;0;29;CII;1;111221;1449;2148;;120130;120203;9,54;8,99;5,5;;48HRS;;0,55;
;d.m;Nfp;43;1;dry_matter;0;7,9;;;0;29;CII;1;111221;1450;2149;;120130;120203;7,5;7,06;5,5;;48HRS;;0,44;
;stem;Nfp;43;1;stems;0;7,9;;;0;29;CII;1;111221;1451;2150;;120130;120203;24,8;23,01;5,5;;48HRS;;1,79;
;roots;Nfp;43;1;roots;0;7,9;;;0;29;CII;1;111221;1452;2151;;120130;120203;12,41;11,67;5,5;;48HRS;;0,74;
;3-2-CII- 111221- Leaves;Nfp;43;2;leaves;0;7,9;;;0;29;CII;2;111221;1453;2152;;120130;120203;8,07;7,63;5,5;;48HRS;;0,44;
;d.m;Nfp;43;2;dry_matter;0;7,9;;;0;29;CII;2;111221;1454;2153;;120130;120203;7,53;7,14;5,5;;48HRS;;0,39;
;stem;Nfp;43;2;stems;0;7,9;;;0;29;CII;2;111221;1455;2154;;120130;120203;16,81;15,53;5,5;;48HRS;;1,28;
;roots;Nfp;43;2;roots;0;7,9;;;0;29;CII;2;111221;1456;2155;;120130;120203;11,37;10,74;5,5;;48HRS;;0,63;
;3-3-CII- 111221- Leaves;Nfp;43;3;leaves;0;7,9;;;0;29;CII;3;111221;1457;2156;;120130;120203;7,24;6,86;5,5;;48HRS;;0,38;
;d.m;Nfp;43;3;dry_matter;0;7,9;;;0;29;CII;3;111221;1458;2157;;120130;120203;6,8;6,44;5,5;;48HRS;;0,36;
;stem;Nfp;43;3;stems;0;7,9;;;0;29;CII;3;111221;1459;2158;;120130;120203;13,12;12,22;5,5;;48HRS;;0,90;
;roots;Nfp;43;3;roots;0;7,9;;;0;29;CII;3;111221;1460;2159;;120130;120203;10,49;9,9;5,5;;48HRS;;0,59;
;NFP-32-1-20cm-120104- Leaves;Nfp;32;1;leaves;20;0;20;50;0;43;N;1;120104;1525;2160;;120130;120203;7,02;6,85;5,5;;48HRS;;0,17;
;d.m;Nfp;32;1;dry_matter;20;0;20;50;0;43;N;1;120104;1526;2161;;120130;120203;7,35;7,17;5,5;;48HRS;;0,18;
;stems;Nfp;32;1;stems;20;0;20;50;0;43;N;1;120104;1527;2162;;120130;120203;11,62;11,26;5,5;;48HRS;;0,36;
;Roots;Nfp;32;1;roots;20;0;20;50;0;43;N;1;120104;1528;2163;;120130;120203;7,73;7,55;5,5;;48HRS;;0,18;
;NFP-32-2-20cm-120104- Leaves;Nfp;32;2;leaves;20;0;20;50;0;43;N;2;120104;1529;2164;;120130;120203;6,58;6,42;5,5;;48HRS;;0,16;
;d.m;Nfp;32;2;dry_matter;20;0;20;50;0;43;N;2;120104;1530;2165;;120130;120203;6,85;6,7;5,5;;48HRS;;0,15;
;stems;Nfp;32;2;stems;20;0;20;50;0;43;N;2;120104;1531;2166;;120130;120203;14,77;14,29;5,5;;48HRS;;0,48;
;Roots;Nfp;32;2;roots;20;0;20;50;0;43;N;2;120104;1532;2167;;120130;120203;7,85;7,6;5,5;;48HRS;;0,25;
;NFP-32-3-20cm-120104- Leaves;Nfp;32;3;leaves;20;0;20;50;0;43;N;3;120104;1533;2168;;120130;120203;5,84;5,69;5,5;;48HRS;;0,15;
;d.m;Nfp;32;3;dry_matter;20;0;20;50;0;43;N;3;120104;1534;2169;;120130;120203;6,84;6,66;5,5;;48HRS;;0,18;
;stems;Nfp;32;3;stems;20;0;20;50;0;43;N;3;120104;1535;2170;;120130;120203;8,61;8,4;5,5;;48HRS;;0,21;
;Roots;Nfp;32;3;roots;20;0;20;50;0;43;N;3;120104;1536;2171;;120130;120203;7,92;7,74;5,5;;48HRS;;0,18;
;NFP-49-1-20cm-120104- Leaves;Nfp;49;1;leaves;20;0;20;50;0;43;N;1;120104;1537;2172;;120130;120203;5,61;5,48;3,9;;48HRS;;0,13;
;d.m;Nfp;49;1;dry_matter;20;0;20;50;0;43;N;1;120104;1538;2173;;120130;120203;6,1;5,96;5,5;;48HRS;;0,14;
;stems;Nfp;49;1;stems;20;0;20;50;0;43;N;1;120104;1539;2174;;120130;120203;6,49;6,34;5,5;;48HRS;;0,15;
;Roots;Nfp;49;1;roots;20;0;20;50;0;43;N;1;120104;1540;2175;;120130;120203;6,72;6,52;5,5;;48HRS;;0,20;
;NFP-49-2-20cm-120104- Leaves;Nfp;49;2;leaves;20;0;20;50;0;43;N;2;120104;1541;2176;;120130;120203;;;;;48HRS;No sample;;
;d.m;Nfp;49;2;dry_matter;20;0;20;50;0;43;N;2;120104;1542;2177;;120130;120203;6,48;6,31;5,5;;48HRS;;0,17;
;stems;Nfp;49;2;stems;20;0;20;50;0;43;N;2;120104;1543;2178;;120130;120203;;;;;48HRS;No sample;;
;Roots;Nfp;49;2;roots;20;0;20;50;0;43;N;2;120104;1544;2179;;120130;120203;6,01;5,89;5,5;;48HRS;;0,12;
;NFP-49-3-20cm-120104- Leaves;Nfp;49;3;leaves;20;0;20;50;0;43;N;3;120104;1545;2180;;120130;120203;;;;;48HRS;No sample;;
;d.m;Nfp;49;3;dry_matter;20;0;20;50;0;43;N;3;120104;1546;2181;;120130;120203;8,67;8,43;5,5;;48HRS;;0,24;
;stems;Nfp;49;3;stems;20;0;20;50;0;43;N;3;120104;1547;2182;;120130;120203;;;;;48HRS;No sample;;
;Roots;Nfp;49;3;roots;20;0;20;50;0;43;N;3;120104;1548;2183;;120130;120203;6,6;6,43;5,5;;48HRS;;0,17;
;NFP-23-1-20cm-120104- leaves;Nfp;23;1;leaves;20;0;20;50;0;43;N;1;120104;1549;2184;;120130;120203;7,28;7,02;5,5;;48HRS;;0,26;
;d.m;Nfp;23;1;dry_matter;20;0;20;50;0;43;N;1;120104;1550;2185;;120130;120203;7,31;7,03;5,5;;48HRS;;0,28;
;stem ;Nfp;23;1;stems;20;0;20;50;0;43;N;1;120104;1551;2186;;120130;120203;12,3;11,74;5,5;;48HRS;;0,56;
;roots;Nfp;23;1;roots;20;0;20;50;0;43;N;1;120104;1552;2187;;120130;120203;7,86;7,55;5,5;;48HRS;;0,31;
;NFP-23-2-20cm-120104- leaves;Nfp;23;2;leaves;20;0;20;50;0;43;N;2;120104;1553;2188;;120130;120203;7,97;7,69;5,5;;48HRS;;0,28;
;d.m;Nfp;23;2;dry_matter;20;0;20;50;0;43;N;2;120104;1554;2189;;120130;120203;7,57;7,29;5,5;;48HRS;;0,28;
;stem ;Nfp;23;2;stems;20;0;20;50;0;43;N;2;120104;1555;2190;;120130;120203;17,01;16,25;5,5;;48HRS;;0,76;
;roots;Nfp;23;2;roots;20;0;20;50;0;43;N;2;120104;1556;2191;;120130;120203;13,03;12,47;5,5;;48HRS;;0,56;
;NFP-23-3-20cm-120104- leaves;Nfp;23;3;leaves;20;0;20;50;0;43;N;3;120104;1557;2192;;120130;120203;7,63;7,33;5,5;;48HRS;;0,30;
;d.m;Nfp;23;3;dry_matter;20;0;20;50;0;43;N;3;120104;1558;2193;;120130;120203;6,22;5,99;5,5;;48HRS;;0,23;
;stem ;Nfp;23;3;stems;20;0;20;50;0;43;N;3;120104;1559;2194;;120130;120203;14,64;13,98;5,5;;48HRS;;0,66;
;roots;Nfp;23;3;roots;20;0;20;50;0;43;N;3;120104;1560;2195;;120130;120203;12,03;11,51;5,5;;48HRS;;0,52;
;NFP-17-1-50cm-120104- leaves;Nfp;17;1;leaves;50;0;50;50;0;43;N;1;120104;1561;2196;;120130;120203;7,21;6,94;5,5;;48HRS;;0,27;
;d.m;Nfp;17;1;dry_matter;50;0;50;50;0;43;N;1;120104;1562;2197;;120130;120203;6,25;6,11;5,5;;48HRS;;0,14;
;stem ;Nfp;17;1;stems;50;0;50;50;0;43;N;1;120104;1563;2198;;120130;120203;15,43;14,63;5,5;;48HRS;;0,80;
;roots;Nfp;17;1;roots;50;0;50;50;0;43;N;1;120104;1564;2199;;120130;120203;9,13;8,79;5,5;;48HRS;;0,34;
;NFP-17-2-50cm-120104- leaves;Nfp;17;2;leaves;50;0;50;50;0;43;N;2;120104;1565;2200;;120130;120203;8,38;8,06;5,5;;48HRS;;0,32;
;d.m;Nfp;17;2;dry_matter;50;0;50;50;0;43;N;2;120104;1566;2201;;120130;120203;6,76;6,6;5,5;;48HRS;;0,16;
;stem ;Nfp;17;2;stems;50;0;50;50;0;43;N;2;120104;1567;2202;;120130;120203;22,35;21,23;5,5;;48HRS;;1,12;
;roots;Nfp;17;2;roots;50;0;50;50;0;43;N;2;120104;1568;2203;;120130;120203;13,01;12,49;5,5;;48HRS;;0,52;
;NFP-17-3-50cm-120104- leaves;Nfp;17;3;leaves;50;0;50;50;0;43;N;3;120104;1569;2204;;120130;120203;6,29;6,1;5,5;;48HRS;;0,19;
;d.m;Nfp;17;3;dry_matter;50;0;50;50;0;43;N;3;120104;1570;2205;;120130;120203;5,8;5,63;5,5;;48HRS;;0,17;
;stem ;Nfp;17;3;stems;50;0;50;50;0;43;N;3;120104;1571;2206;;120130;120203;10,6;10,1;5,5;;48HRS;;0,50;
;roots;Nfp;17;3;roots;50;0;50;50;0;43;N;3;120104;1572;2207;;120130;120203;6,91;6,69;5,5;;48HRS;;0,22;
;NFP-22-1-50cm-120104- leaves;Nfp;22;1;leaves;50;0;50;50;0;43;N;1;120104;1573;2208;;120130;120203;5,96;5,74;5,5;;48HRS;;0,22;
;d.m;Nfp;22;1;dry_matter;50;0;50;50;0;43;N;1;120104;1574;2209;;120130;120203;6,14;5,92;5,5;;48HRS;;0,22;
;stem ;Nfp;22;1;stems;50;0;50;50;0;43;N;1;120104;1575;2210;;120130;120203;7,12;6,91;5,5;;48HRS;;0,21;
;roots;Nfp;22;1;roots;50;0;50;50;0;43;N;1;120104;1576;2211;;120130;120203;8,08;7,79;5,5;;48HRS;;0,29;
;NFP-22-2-50cm-120104- leaves;Nfp;22;2;leaves;50;0;50;50;0;43;N;2;120104;1577;2212;;120130;120203;6,84;6,57;5,5;;48HRS;;0,27;
;d.m;Nfp;22;2;dry_matter;50;0;50;50;0;43;N;2;120104;1578;2213;;120130;120203;7,47;7,19;5,5;;48HRS;;0,28;
;stem ;Nfp;22;2;stems;50;0;50;50;0;43;N;2;120104;1579;2214;;120130;120203;16,82;15,96;5,5;;48HRS;;0,86;
;roots;Nfp;22;2;roots;50;0;50;50;0;43;N;2;120104;1580;2215;;120130;120203;10,58;10,14;5,5;;48HRS;;0,44;
;NFP-22-3-50cm-120104- leaves;Nfp;22;3;leaves;50;0;50;50;0;43;N;3;120104;1581;2216;;120130;120203;6,25;6,04;5,5;;48HRS;;0,21;
;d.m;Nfp;22;3;dry_matter;50;0;50;50;0;43;N;3;120104;1582;2217;;120130;120203;6,48;6,24;5,5;;48HRS;;0,24;
;stem ;Nfp;22;3;stems;50;0;50;50;0;43;N;3;120104;1583;2218;;120130;120203;10,7;10,26;5,5;;48HRS;;0,44;
;roots;Nfp;22;3;roots;50;0;50;50;0;43;N;3;120104;1584;2219;;120130;120203;10,04;9,64;5,5;;48HRS;;0,40;
;NFP-39-1-50cm-120104- leaves;Nfp;39;1;leaves;50;0;50;50;0;43;N;1;120104;1585;2220;;120130;120203;5,73;5,54;3,9;;48HRS;;0,19;
;d.m;Nfp;39;1;dry_matter;50;0;50;50;0;43;N;1;120104;1586;2221;;120130;120203;6,33;6,11;5,5;;48HRS;;0,22;
;stem ;Nfp;39;1;stems;50;0;50;50;0;43;N;1;120104;1587;2222;;120130;120203;7,06;6,81;5,5;;48HRS;;0,25;
;roots;Nfp;39;1;roots;50;0;50;50;0;43;N;1;120104;1588;2223;;120130;120203;6,05;5,82;5,5;;48HRS;;0,23;
;NFP-39-2-50cm-120104- leaves;Nfp;39;2;leaves;50;0;50;50;0;43;N;2;120104;1589;2224;;120130;120203;5,88;5,67;5,5;;48HRS;;0,21;
;d.m;Nfp;39;2;dry_matter;50;0;50;50;0;43;N;2;120104;1590;2225;;120130;120203;5,82;5,61;5,5;;48HRS;;0,21;
;stem ;Nfp;39;2;stems;50;0;50;50;0;43;N;2;120104;1591;2226;;120130;120203;8,02;7,68;5,5;;48HRS;;0,34;
;roots;Nfp;39;2;roots;50;0;50;50;0;43;N;2;120104;1592;2227;;120130;120203;8,31;7,99;5,5;;48HRS;;0,32;
;NFP-39-3-50cm-120104- leaves;Nfp;39;3;leaves;50;0;50;50;0;43;N;3;120104;1593;2228;;120130;120203;8,2;7,85;5,5;;48HRS;;0,35;
;d.m;Nfp;39;3;dry_matter;50;0;50;50;0;43;N;3;120104;1594;2229;;120130;120203;7;6,75;5,5;;48HRS;;0,25;
;stem;Nfp;39;3;stems;50;0;50;50;0;43;N;3;120104;1595;2230;;120130;120203;22,05;20,91;5,5;;48HRS;;1,14;
;roots;Nfp;39;3;roots;50;0;50;50;0;43;N;3;120104;1596;2231;;120130;120203;11,81;11,34;5,5;;48HRS;;0,47;
;NFP-3-1-80cm-120104-leaves;Nfp;3;1;leaves;80;0;80;80;0;43;N;1;120104;1597;2232;;120130;120203;7,06;6,81;5,5;;48HRS;;0,25;
;d.m;Nfp;3;1;dry_matter;80;0;80;80;0;43;N;1;120104;1598;2233;;120130;120203;6,92;6,66;5,5;;48HRS;;0,26;
;stem;Nfp;3;1;stems;80;0;80;80;0;43;N;1;120104;1599;2234;;120130;120203;13,26;12,68;5,5;;48HRS;;0,58;
;roots;Nfp;3;1;roots;80;0;80;80;0;43;N;1;120104;1600;2235;;120130;120203;9,06;8,68;5,5;;48HRS;;0,38;
;NFP-3-2-80cm-120104-leaves;Nfp;3;2;leaves;80;0;80;80;0;43;N;2;120104;1601;2236;;120130;120203;6,85;6,62;5,5;;48HRS;;0,23;
;d.m;Nfp;3;2;dry_matter;80;0;80;80;0;43;N;2;120104;1602;2237;;120130;120203;8,06;7,72;5,5;;48HRS;;0,34;
;stem;Nfp;3;2;stems;80;0;80;80;0;43;N;2;120104;1603;2238;;120130;120203;16,94;16,03;5,5;;48HRS;;0,91;
;roots;Nfp;3;2;roots;80;0;80;80;0;43;N;2;120104;1604;2239;;120130;120203;7,74;7,45;5,5;;48HRS;;0,29;
;NFP-3-3-80cm-120104-leaves;Nfp;3;3;leaves;80;0;80;80;0;43;N;3;120104;1605;2240;;120130;120203;6,15;5,94;5,5;;48HRS;;0,21;
;d.m;Nfp;3;3;dry_matter;80;0;80;80;0;43;N;3;120104;1606;2241;;120130;120203;6,04;5,83;5,5;;48HRS;;0,21;
;stem;Nfp;3;3;stems;80;0;80;80;0;43;N;3;120104;1607;2242;;120130;120203;10,09;9,66;5,5;;48HRS;;0,43;
;roots;Nfp;3;3;roots;80;0;80;80;0;43;N;3;120104;1608;2243;;120130;120203;7,89;7,59;5,5;;48HRS;;0,30;
;NFP-48-1-80cm-120104-leaves;Nfp;48;1;leaves;80;0;80;80;0;43;N;1;120104;1609;2244;;120130;120203;5,98;5,78;5,5;;48HRS;;0,20;
;d.m;Nfp;48;1;dry_matter;80;0;80;80;0;43;N;1;120104;1610;2245;;120130;120203;5,88;5,67;5,5;;48HRS;;0,21;
;stem;Nfp;48;1;stems;80;0;80;80;0;43;N;1;120104;1611;2246;;120130;120203;8,45;8,04;5,5;;48HRS;;0,41;
;roots;Nfp;48;1;roots;80;0;80;80;0;43;N;1;120104;1612;2247;;120130;120203;6,58;6,37;5,5;;48HRS;;0,21;
;NFP-48-2-80cm-120104-leaves;Nfp;48;2;leaves;80;0;80;80;0;43;N;2;120104;1613;2248;;120130;120203;7,1;6,82;5,5;;48HRS;;0,28;
;d.m;Nfp;48;2;dry_matter;80;0;80;80;0;43;N;2;120104;1614;2249;;120130;120203;7,97;7,69;5,5;;48HRS;;0,28;
;stem;Nfp;48;2;stems;80;0;80;80;0;43;N;2;120104;1615;2250;;120130;120203;12,08;11,53;5,5;;48HRS;;0,55;
;roots;Nfp;48;2;roots;80;0;80;80;0;43;N;2;120104;1616;2251;;120130;120203;6,41;6,17;5,5;;48HRS;;0,24;
;NFP-48-3-80cm-120104-leaves;Nfp;48;3;leaves;80;0;80;80;0;43;N;3;120104;1617;2252;;120130;120203;6,38;6,15;5,5;;48HRS;;0,23;
;d.m;Nfp;48;3;dry_matter;80;0;80;80;0;43;N;3;120104;1618;2253;;120130;120203;6,04;5,84;5,5;;48HRS;;0,20;
;stem;Nfp;48;3;stems;80;0;80;80;0;43;N;3;120104;1619;2254;;120130;120203;11,78;11,28;5,5;;48HRS;;0,50;
;roots;Nfp;48;3;roots;80;0;80;80;0;43;N;3;120104;1620;2255;;120130;120203;6,8;6,55;5,5;;48HRS;;0,25;
;NFP-37-1-80cm-120104-leaves;Nfp;37;1;leaves;80;0;80;80;0;43;N;1;120104;1621;2256;;120130;120203;;;;;48HRS;No sample;;
;d.m;Nfp;37;1;dry_matter;80;0;80;80;0;43;N;1;120104;1622;2257;;120130;120203;4,99;4,82;3,9;;48HRS;;0,17;
;stem;Nfp;37;1;stems;80;0;80;80;0;43;N;1;120104;1623;2258;;120130;120203;;;;;48HRS;;;
;roots;Nfp;37;1;roots;80;0;80;80;0;43;N;1;120104;1624;2259;;120130;120203;4,16;4,01;3,9;;48HRS;;0,15;
;NFP-37-2-80cm-120104-leaves;Nfp;37;2;leaves;80;0;80;80;0;43;N;2;120104;1625;2260;;120130;120203;7,44;7,14;5,5;;48HRS;;0,30;
;d.m;Nfp;37;2;dry_matter;80;0;80;80;0;43;N;2;120104;1626;2261;;120130;120203;8,95;8,7;5,5;;48HRS;;0,25;
;stem;Nfp;37;2;stems;80;0;80;80;0;43;N;2;120104;1627;2262;;120130;120203;18,44;17,46;5,5;;48HRS;;0,98;
;roots;Nfp;37;2;roots;80;0;80;80;0;43;N;2;120104;1628;2263;;120130;120203;14,36;13,79;5,5;;48HRS;;0,57;
;NFP-37-3-80cm-120104-leaves;Nfp;37;3;leaves;80;0;80;80;0;43;N;3;120104;1629;2264;;120130;120203;6,34;6,13;5,5;;48HRS;;0,21;
;d.m;Nfp;37;3;dry_matter;80;0;80;80;0;43;N;3;120104;1630;2265;;120130;120203;6,17;5,92;5,5;;48HRS;;0,25;
;stem;Nfp;37;3;stems;80;0;80;80;0;43;N;3;120104;1631;2266;;120130;120203;13,03;12,45;5,5;;48HRS;;0,58;
;roots;Nfp;37;3;roots;80;0;80;80;0;43;N;3;120104;1632;2267;;120130;120203;8,14;7,86;5,5;;48HRS;;0,28;
;NFP-18-1-20cm-120118-dm;Nfp;18;1;dry_matter;20;0;20;50;0;57;N;;120118;1657;2292;;120213;120220;6,07;5,9;5,5;;48HRS;;0,17;
;roots;Nfp;18;1;roots;20;0;20;50;0;57;N;;120118;1658;2293;;120213;120220;7,23;7,05;5,5;;48HRS;;0,18;
;stem;Nfp;18;1;stems;20;0;20;50;0;57;N;;120118;1659;2294;;120213;120220;7,59;7,38;5,5;;48HRS;;0,21;
;leaves;Nfp;18;1;leaves;20;0;20;50;0;57;N;;120118;1660;2295;;120213;120220;7;6,77;5,5;;48HRS;;0,23;
;NFP-18-2-20cm-120118-dm;Nfp;18;2;dry_matter;20;0;20;50;0;57;N;;120118;1661;2296;;120213;120220;7,82;7,58;5,5;;48HRS;;0,24;
;roots;Nfp;18;2;roots;20;0;20;50;0;57;N;;120118;1662;2297;;120213;120220;7,75;7,53;5,5;;48HRS;;0,22;
;stem;Nfp;18;2;stems;20;0;20;50;0;57;N;;120118;1663;2298;;120213;120220;28,91;27,44;5,5;;48HRS;;1,47;
;leaves;Nfp;18;2;leaves;20;0;20;50;0;57;N;;120118;1664;2299;;120213;120220;9,33;9,02;5,5;;48HRS;;0,31;
;NFP-18-3-20cm-120118-dm;Nfp;18;3;dry_matter;20;0;20;50;0;57;N;;120118;1665;2300;;120213;120220;;;;;48HRS;dead;;
;roots;Nfp;18;3;roots;20;0;20;50;0;57;N;;120118;1666;2301;;120213;120220;;;;;48HRS;dead;;
;stem;Nfp;18;3;stems;20;0;20;50;0;57;N;;120118;1667;2302;;120213;120220;;;;;48HRS;dead;;
;leaves;Nfp;18;3;leaves;20;0;20;50;0;57;N;;120118;1668;2303;;120213;120220;;;;;48HRS;dead;;
;NFP-26-1-20cm-120118-dm;Nfp;26;1;dry_matter;20;0;20;50;0;57;N;;120118;1669;2304;;120213;120220;6,5;6,31;5,5;;48HRS;;0,19;
;roots;Nfp;26;1;roots;20;0;20;50;0;57;N;;120118;1670;2305;;120213;120220;8,6;8,34;5,5;;48HRS;;0,26;
;stem;Nfp;26;1;stems;20;0;20;50;0;57;N;;120118;1671;2306;;120213;120220;16,51;15,8;5,5;;48HRS;;0,71;
;leaves;Nfp;26;1;leaves;20;0;20;50;0;57;N;;120118;1672;2307;;120213;120220;8,12;7,87;5,5;;48HRS;;0,25;
;NFP-26-2-20cm-120118-dm;Nfp;26;2;dry_matter;20;0;20;50;0;57;N;;120118;1673;2308;;120213;120220;5,8;5,62;5,5;;48HRS;;0,18;
